IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2021,true,,,,,,,,,,,,,13.56,,,,,,13.6,,"Indonesia Health Profile, Ministry of Health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2021,true,,,,,,,,,,,,,13.76,,,,,,13.8,,"Statistical Yearbook of Jordan, Department of Statistics",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2021,true,,,,,,,,,,,,,14.3,,,,,,14.3,,"Monitoring health and health system performance in the Eastern Mediterranean Region: Core indicators and indicators on the health-related Sustainable Development Goals (2022 edition, preliminary data)",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,LBR,Liberia,Year,2021,true,,,,,,,,,,,,,15.9,,,,,,15.9,,"Liberia Harmonized Health Facility Assessment (HHFA) Report, 2021.",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2021,true,,,,,,,,,,,,,16.02,,,,,,16.0,,"National Health Profile, Central Bureau of Health Intelligence",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2021,true,,,,,,,,,,,,,16.04,,,,,,16.0,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2021,true,,,,,,,,,,,,,16.1,,,,,,16.1,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2021,true,,,,,,,,,,,,,16.77,,,,,,16.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2021,true,,,,,,,,,,,,,19.65,,,,,,19.6,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2021,true,,,,,,,,,,,,,19.61,,,,,,19.6,,Ministry of Health and Prevention,EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2021,true,,,,,,,,,,,,,19.72,,,,,,19.7,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2021,true,,,,,,,,,,,,,20.09,,,,,,20.1,,"Health facts, Ministry of Health Malaysia",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2021,true,,,,,,,,,,,,,21.48,,,,,,21.5,,"Annual Statistical Book, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2021,true,,,,,,,,,,,,,21.99,,,,,,22.0,,"Statistical Yearbook, National Statistics Bureau",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2021,true,,,,,,,,,,,,,22.22,,,,,,22.2,,"Statistics Bostwana, Data portal",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2021,true,,,,,,,,,,,,,23.4,,,,,,23.4,,"Statistical yearbook, National Statistical Office",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2021,true,,,,,,,,,,,,,23.45,,,,,,23.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,,,,,,,,,,,,,24.15,,,,,,24.2,,"Carte Sanitaire Tunisie 2020-2021, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2021,true,,,,,,,,,,,,,24.62,,,,,,24.6,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2021,true,,,,,,,,,,,,,24.76,,,,,,24.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2021,true,,,,,,,,,,,,,25.14,,,,,,25.1,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2021,true,,,,,,,,,,,,,25.86,,,,,,25.9,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2021,true,,,,,,,,,,,,,26.48,,,,,,26.5,,"Public Health Group, Ministry of Health, Singapore, 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2021,true,,,,,,,,,,,,,26.58,,,,,,26.6,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2021,true,,,,,,,,,,,,,26.77,,,,,,26.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2021,true,,,,,,,,,,,,,27.3,,,,,,27.3,,"Monitoring health and health system performance in the Eastern Mediterranean Region: Core indicators and indicators on the health-related Sustainable Development Goals (2022 edition, preliminary data)",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2021,true,,,,,,,,,,,,,29.43,,,,,,29.4,,"General Secretariat for Digital Health, Information and Innovation, Ministry of Health, 2023.",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,DMA,Dominica,Year,2021,true,,,,,,,,,,,,,29.83,,,,,,29.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,,,,,,,,,,,,,3.63,,,,,,3.6,,"Afghanistan Statistical Yearbook, National Statistic and Information Authority",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2021,true,,,,,,,,,,,,,3.88,,,,,,3.9,,"Statistical yearbook, Central Bureau of Statistics",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2021,true,,,,,,,,,,,,,30.61,,,,,,30.6,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2021,true,,,,,,,,,,,,,32,,,,,,32.0,,"Monitoring health and health system performance in the Eastern Mediterranean Region: Core indicators and indicators on the health-related Sustainable Development Goals (2022 edition, preliminary data)",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2021,true,,,,,,,,,,,,,33.39,,,,,,33.4,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2021,true,,,,,,,,,,,,,37.08,,,,,,37.1,,"Health statistics report, Ministry of health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2021,true,,,,,,,,,,,,,38.71,,,,,,38.7,,"Brunei Darussalam Key indicators, Ministry of finance and economy",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2021,true,,,,,,,,,,,,,4.37,,,,,,4.4,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2021,true,,,,,,,,,,,,,4.47,,,,,,4.5,,"INSAE, Annuaire statistique",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2021,true,,,,,,,,,,,,,40.26,,,,,,40.3,,"Turkmenstat, Turkmenistan, 2023.",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2021,true,,,,,,,,,,,,,41.48,,,,,,41.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2021,true,,,,,,,,,,,,,41.98,,,,,,42.0,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2021,true,,,,,,,,,,,,,42.21,,,,,,42.2,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2021,true,,,,,,,,,,,,,42.26,,,,,,42.3,,"Statistical yearbook of the Kyrgyz Republic, National Statistical Committee of the Kyrgyz Republic",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2021,true,,,,,,,,,,,,,43.17,,,,,,43.2,,"The Ministry of Finance Republic of Tajikistan, 2023.",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2021,true,,,,,,,,,,,,,43.27,,,,,,43.3,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2021,true,,,,,,,,,,,,,44.4,,,,,,44.4,,"Federal Department of Home Affairs FDHA, Federal Statistical Office FSO, Section Health Services GESV, 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2021,true,,,,,,,,,,,,,47.73,,,,,,47.7,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2021,true,,,,,,,,,,,,,48.56,,,,,,48.6,,"Open data, the State Committee of the Republic of Uzbekistan on Statistics",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2021,true,,,,,,,,,,,,,54.8,,,,,,54.8,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2021,true,,,,,,,,,,,,,56.6,,,,,,56.6,,"Statistical databank, Statistica Moldovei",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2021,true,,,,,,,,,,,,,6.61,,,,,,6.6,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2021,true,,,,,,,,,,,,,68.38,,,,,,68.4,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2021,true,,,,,,,,,,,,,7.35,,,,,,7.3,,"Anuario Estatistico Saude, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2021,true,,,,,,,,,,,,,70.26,,,,,,70.3,,"Medstat, Russian Research Institute of Health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2021,true,,,,,,,,,,,,,81.75,,,,,,81.8,,"National Health Information Bulletin, Ministry of Health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2021,true,,,,,,,,,,,,,8.96,,,,,,9.0,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2021,true,,,,,,,,,,,,,9.63,,,,,,9.6,,"HFSRB, CO, CHD-RLEDS",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,,,,,,,,,,,,,9.98,,,,,,10.0,,Ministry of Health,EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2020,false,,,,,,,,,,,,,10.04,,,,,,10.0,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2020,true,,,,,,,,,,,,,10.06,,,,,,10.1,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,true,,,,,,,,,,,,,10.61,,,,,,10.6,,"Department of Medical Service, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2020,false,,,,,,,,,,,,,10.84,,,,,,10.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,false,,,,,,,,,,,,,11.14,,,,,,11.1,,"Services statistics report, Ministy of Health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,true,,,,,,,,,,,,,11.32,,,,,,11.3,,"Egypt in figures, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2020,false,,,,,,,,,,,,,11.47,,,,,,11.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2020,true,,,,,,,,,,,,,11.58,,,,,,11.6,,"Annual Health Report, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,false,,,,,,,,,,,,,12,,,,,,12.0,,"Annual statistical report, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,false,,,,,,,,,,,,,12.75,,,,,,12.7,,"Statistical DB, Laos Statistical Information Service",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2020,false,,,,,,,,,,,,,126.5,,,,,,126.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2020,true,,,,,,,,,,,,,127.2,,,,,,127.2,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,false,,,,,,,,,,,,,13.2,,,,,,13.2,,"INEC, Bancos de datos abiertos, Estadisticas Sociodemograficas y Sociales",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,false,,,,,,,,,,,,,13.59,,,,,,13.6,,"INE, Estadisticas sociales",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2020,false,,,,,,,,,,,,,13.73,,,,,,13.7,,"Statistical Yearbook of Jordan, Department of Statistics",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,false,,,,,,,,,,,,,13.9,,,,,,13.9,,"WHO EMRO Regional Observatory, data extracted on 28 July 2022",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,false,,,,,,,,,,,,,13.96,,,,,,14.0,,"Indonesia Health Profile, Ministry of Health",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,true,,,,,,,,,,,,,14.21,,,,,,14.2,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,false,,,,,,,,,,,,,16.15,,,,,,16.2,,"National Health Profile, Central Bureau of Health Intelligence",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2020,false,,,,,,,,,,,,,16.43,,,,,,16.4,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2020,true,,,,,,,,,,,,,16.89,,,,,,16.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,false,,,,,,,,,,,,,17.12,,,,,,17.1,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2020,false,,,,,,,,,,,,,17.41,,,,,,17.4,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2020,true,,,,,,,,,,,,,19.24,,,,,,19.2,,"INEC, Servicios de Salud",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,false,,,,,,,,,,,,,19.24,,,,,,19.2,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2020,false,,,,,,,,,,,,,19.39,,,,,,19.4,,Ministry of Health and Prevention,EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2020,false,,,,,,,,,,,,,19.73,,,,,,19.7,,"Health facts, Ministry of Health Malaysia",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,true,,,,,,,,,,,,,1.98,,,,,,2.0,,"Annuaire des statistiques, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,NER,Niger,Year,2020,true,,,,,,,,,,,,,2.69,,,,,,2.7,,Ministry of Health,EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,false,,,,,,,,,,,,,2.85,,,,,,2.8,,"Statistical yearbook, Central Bureau of Statistics",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2020,false,,,,,,,,,,,,,20.27,,,,,,20.3,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2020,true,,,,,,,,,,,,,20.46,,,,,,20.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,false,,,,,,,,,,,,,21.23,,,,,,21.2,,"Statistical Yearbook, National Statistics Bureau",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,false,,,,,,,,,,,,,21.83,,,,,,21.8,,"Annual Statistical Book, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,false,,,,,,,,,,,,,22.53,,,,,,22.5,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,false,,,,,,,,,,,,,22.58,,,,,,22.6,,"Statistics Bostwana, Data portal",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,false,,,,,,,,,,,,,23.27,,,,,,23.3,,"Statistical yearbook, National Statistical Office",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2020,true,,,,,,,,,,,,,23.5,,,,,,23.5,,"Annual bulletin of health statistics, MoH",EN,2024-03-05T05:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,,,,,,,,,,,,,23.84,,,,,,23.8,,"Carte Sanitaire Tunisie 2020-2021, MoH",EN,2024-03-05T05:00:00.000Z
